Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,Season,RemodelAge,GarageAgeInv,GarageIdx,HouseAge,LargeHouse,SQFperRoom,HasPool,PrchSQ,time_index,neighborhood_index
1500,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,4.0,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,5.0,216.0,3,2,PConc,3.0,2.0,1.0,3.0,376.0,1.0,0.0,224.0,600.0,GasA,3,1,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,3.0,4,7.0,0,0.0,Detchd,3.0,2.0,480.0,2.0,2.0,2,0,166,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,152000,1836.0,False,True,1,5,0.16666666666666669,1.0,5,False,459.0,False,166,0.9844289756740263,1.177355159654888
1501,160,FV,,2980,Pave,,Reg,Lvl,4.0,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,5.0,1159.0,3,2,PConc,3.0,2.0,1.0,3.0,466.0,1.0,0.0,290.0,756.0,GasA,3,1,SBrkr,756,756,0,1512,1.0,0.0,2,1,2,1,3.0,5,7.0,0,0.0,Detchd,2.0,2.0,440.0,2.0,2.0,2,0,32,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,177000,2268.0,False,True,1,10,0.0909090909090909,0.3636363636363636,10,False,453.6,False,32,0.9844289756740263,1.177355159654888
1502,160,FV,,2403,Pave,,IR1,Lvl,4.0,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,244.0,1.0,0.0,286.0,530.0,GasA,3,1,SBrkr,530,550,0,1080,0.0,0.0,2,1,2,1,3.0,4,7.0,0,0.0,Attchd,3.0,2.0,496.0,2.0,2.0,2,0,50,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,147110,1610.0,False,True,1,7,0.12500000000000003,0.7500000000000002,7,False,402.5,False,50,0.9844289756740263,1.177355159654888
1503,20,FV,57.0,12853,Pave,Pave,IR1,Lvl,4.0,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,3,2,PConc,3.0,1.0,1.0,3.0,1032.0,1.0,0.0,610.0,1642.0,GasA,3,1,SBrkr,1418,0,0,1418,1.0,0.0,1,1,1,1,3.0,6,7.0,1,3.0,Attchd,3.0,3.0,852.0,2.0,2.0,2,160,192,0,224,0,0,0.0,0.0,,0,4,2010,New,Partial,267916,3060.0,True,True,1,0,1.0,9.0,0,False,510.0,False,416,0.9844289756740263,1.177355159654888
1504,60,FV,68.0,7379,Pave,,IR1,Lvl,4.0,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,484.0,1.0,0.0,491.0,975.0,GasA,3,1,SBrkr,975,873,0,1848,1.0,0.0,2,1,3,1,3.0,7,7.0,1,2.0,Attchd,3.0,2.0,592.0,2.0,2.0,2,280,184,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,254000,2823.0,False,True,1,10,0.0909090909090909,0.5454545454545454,10,False,403.2857142857143,False,184,0.9844289756740263,1.177355159654888
1505,20,FV,80.0,8000,Pave,,Reg,Lvl,4.0,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,3,2,PConc,3.0,2.0,1.0,3.0,833.0,1.0,0.0,659.0,1492.0,GasA,3,1,SBrkr,1492,0,0,1492,1.0,0.0,2,0,3,1,3.0,6,7.0,1,3.0,Attchd,3.0,2.0,596.0,2.0,2.0,2,277,137,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,230000,2984.0,False,True,1,8,0.11111111111111109,0.6666666666666665,8,False,497.3333333333333,False,137,0.9844289756740263,1.177355159654888
1506,20,RL,,10456,Pave,,IR1,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,5.0,120.0,2,2,CBlock,2.0,2.0,1.0,3.0,506.0,1.0,0.0,1323.0,1829.0,GasA,3,1,SBrkr,1829,0,0,1829,1.0,0.0,2,0,4,1,2.0,8,7.0,0,0.0,Attchd,3.0,2.0,535.0,2.0,2.0,2,0,76,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,218500,3658.0,False,True,1,43,0.02272727272727273,0.13636363636363638,43,False,457.25,False,76,0.9844289756740263,0.9472798865103934
1507,60,RL,80.0,10791,Pave,,Reg,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,3.0,2.0,2.0,3.0,1137.0,1.0,0.0,143.0,1280.0,GasA,3,1,SBrkr,1280,1215,0,2495,1.0,0.0,2,1,4,1,3.0,9,7.0,1,2.0,Attchd,2.0,2.0,660.0,2.0,2.0,2,224,32,0,0,0,0,0.0,0.0,,0,3,2010,WD,Normal,243500,3775.0,False,False,0,17,0.055555555555555566,0.22222222222222227,17,False,419.44444444444446,False,32,0.9902350745897145,0.9472798865103934
1508,50,RL,,18837,Pave,,IR1,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,3.0,2.0,2.0,3.0,687.0,1.0,46.0,491.0,1224.0,GasA,2,1,SBrkr,1287,604,0,1891,0.0,1.0,3,0,3,1,2.0,7,7.0,1,2.0,Attchd,3.0,2.0,678.0,2.0,2.0,2,0,69,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,212500,3115.0,False,True,1,32,0.030303030303030304,0.18181818181818182,32,False,445.0,False,69,0.9844289756740263,0.9472798865103934
1509,60,RL,80.0,9600,Pave,,Reg,Lvl,4.0,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,329.0,1.0,0.0,386.0,715.0,GasA,2,1,SBrkr,930,715,0,1645,0.0,0.0,1,2,4,1,2.0,7,7.0,0,0.0,Attchd,3.0,2.0,441.0,2.0,2.0,2,0,78,0,0,0,0,0.0,3.0,,0,6,2010,WD,Normal,171000,2360.0,False,True,1,39,0.025,0.15000000000000002,39,False,337.14285714285717,False,78,0.9844289756740263,0.9472798865103934
1510,20,RL,80.0,9600,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,VinylSd,VinylSd,5.0,172.0,2,2,CBlock,2.0,2.0,1.0,2.0,698.0,1.0,0.0,534.0,1232.0,GasA,2,1,SBrkr,1232,0,0,1232,1.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,Attchd,3.0,2.0,490.0,2.0,2.0,2,0,224,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,142250,2464.0,False,True,1,44,0.022222222222222227,0.13333333333333336,44,False,410.6666666666667,False,224,0.9844289756740263,0.9252844684344167
1511,20,RL,90.0,9900,Pave,,Reg,Lvl,4.0,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,PConc,3.0,2.0,1.0,2.0,1059.0,1.0,0.0,150.0,1209.0,GasA,3,1,SBrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Attchd,3.0,2.0,504.0,2.0,2.0,2,0,0,120,0,0,0,0.0,0.0,,0,4,2010,ConLD,Normal,159000,2418.0,False,True,1,44,0.022222222222222227,0.13333333333333336,44,False,403.0,False,120,0.9844289756740263,0.9252844684344167
1512,20,RL,88.0,9680,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Plywood,5.0,268.0,2,2,CBlock,2.0,2.0,1.0,2.0,1010.0,1.0,0.0,500.0,1510.0,GasA,3,1,SBrkr,1510,0,0,1510,1.0,0.0,2,0,3,1,3.0,6,7.0,0,0.0,Attchd,3.0,2.0,517.0,2.0,2.0,2,0,40,0,0,204,0,0.0,5.0,,0,4,2010,WD,Normal,178900,3020.0,False,True,1,43,0.02272727272727273,0.13636363636363638,43,False,503.3333333333333,False,244,0.9844289756740263,0.9252844684344167
1513,80,RL,,10600,Pave,Pave,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,533.0,533.0,GasA,2,1,SBrkr,1131,644,0,1775,0.0,0.0,2,0,3,1,2.0,8,7.0,0,0.0,Attchd,2.0,2.0,480.0,2.0,2.0,2,0,172,0,0,0,0,0.0,0.0,,0,5,2010,COD,Family,136300,2308.0,False,True,1,46,0.021276595744680854,0.08510638297872342,46,False,288.5,False,172,0.9844289756740263,0.9252844684344167
1514,90,RL,98.0,13260,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,5.0,144.0,2,2,CBlock,2.0,2.0,1.0,2.0,1500.0,1.0,0.0,228.0,1728.0,GasA,2,1,SBrkr,1728,0,0,1728,2.0,0.0,2,0,6,2,2.0,10,7.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,,0,1,2010,Oth,Abnorml,84900,3456.0,False,False,0,9,0.0004972650422675286,0.0,48,False,345.6,False,0,0.9902350745897145,0.9252844684344167
1515,50,RL,68.0,9724,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,5.0,265.0,3,2,CBlock,2.0,2.0,1.0,1.0,670.0,1.0,0.0,470.0,1140.0,GasA,3,1,SBrkr,1929,532,0,2461,0.0,0.0,2,0,3,1,2.0,7,5.0,2,3.0,Detchd,2.0,2.0,400.0,2.0,2.0,2,0,0,0,0,0,0,0.0,3.0,,0,3,2010,WD,Normal,197600,3601.0,False,False,0,8,0.0588235294117647,0.2352941176470588,58,False,514.4285714285714,False,0,0.9902350745897145,0.9252844684344167
1516,50,RL,120.0,17360,Pave,,Reg,Lvl,4.0,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,8.0,340.0,2,3,CBlock,2.0,2.0,1.0,2.0,300.0,1.0,0.0,482.0,782.0,GasA,2,1,SBrkr,1019,537,0,1556,0.0,0.0,2,0,3,1,2.0,6,7.0,1,3.0,Attchd,2.0,2.0,470.0,2.0,2.0,2,0,0,150,0,0,0,0.0,0.0,,0,1,2010,WD,Normal,172500,2338.0,False,False,0,60,0.016129032258064516,0.06451612903225806,61,False,389.6666666666667,False,150,0.9902350745897145,0.9252844684344167
1517,85,RL,75.0,11380,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,5.0,216.0,2,2,CBlock,2.0,2.0,4.0,3.0,944.0,1.0,0.0,136.0,1080.0,GasA,3,1,SBrkr,1128,0,0,1128,1.0,0.0,1,0,2,1,3.0,5,7.0,1,3.0,Attchd,2.0,1.0,315.0,2.0,2.0,2,238,0,0,0,0,0,0.0,0.0,Shed,1500,1,2010,WD,Normal,178000,2208.0,False,False,0,2,0.022222222222222227,0.04444444444444445,44,False,441.6,False,0,0.9902350745897145,0.9252844684344167
1518,90,RL,70.0,8267,Pave,,Reg,Lvl,4.0,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1604.0,1604.0,GasA,2,1,SBrkr,1604,0,0,1604,0.0,0.0,2,0,4,2,2.0,8,7.0,0,0.0,Attchd,2.0,2.0,576.0,2.0,2.0,2,42,0,0,0,0,0,0.0,0.0,,0,3,2010,WD,Normal,135000,3208.0,False,False,0,52,0.018867924528301883,0.07547169811320753,52,False,401.0,False,0,0.9902350745897145,0.9252844684344167
1519,20,RL,70.0,8197,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,5.0,506.0,3,2,PConc,3.0,2.0,1.0,3.0,1188.0,1.0,0.0,292.0,1480.0,GasA,3,1,SBrkr,1480,0,0,1480,1.0,0.0,2,0,3,1,3.0,7,7.0,0,0.0,Attchd,3.0,2.0,620.0,2.0,2.0,2,252,73,0,0,0,0,0.0,4.0,Shed,300,2,2010,WD,Normal,214000,2960.0,False,False,0,1,0.12500000000000003,0.7500000000000002,7,False,422.85714285714283,False,73,0.9902350745897145,0.9252844684344167
1520,20,RL,,8050,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,5.0,150.0,2,2,CBlock,2.0,2.0,1.0,2.0,856.0,2.0,162.0,125.0,1143.0,GasA,2,1,SBrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Attchd,3.0,1.0,308.0,2.0,2.0,2,0,0,0,0,0,0,0.0,5.0,,0,5,2010,WD,Normal,136000,2286.0,False,True,1,51,0.01923076923076923,0.05769230769230768,51,False,381.0,False,0,0.9844289756740263,0.9252844684344167
1521,20,RL,87.0,10725,Pave,,IR1,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,5.0,91.0,2,2,CBlock,2.0,2.0,1.0,2.0,936.0,1.0,0.0,270.0,1206.0,GasA,2,1,SBrkr,1206,0,0,1206,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Attchd,3.0,1.0,312.0,2.0,2.0,2,0,21,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,108538,2412.0,False,True,1,51,0.01923076923076923,0.05769230769230768,51,False,402.0,False,21,0.9844289756740263,0.9252844684344167
1522,20,RL,80.0,10032,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,8.0,432.0,2,2,CBlock,2.0,2.0,1.0,2.0,734.0,1.0,0.0,510.0,1244.0,GasA,3,1,SBrkr,1580,0,0,1580,1.0,0.0,1,1,3,1,2.0,6,7.0,2,3.0,Attchd,2.0,2.0,440.0,2.0,2.0,2,0,28,0,0,160,0,0.0,3.0,,0,6,2010,WD,Normal,159500,2824.0,False,True,1,51,0.018181818181818177,0.07272727272727271,51,False,470.6666666666667,False,188,0.9844289756740263,0.9252844684344167
1523,50,RL,60.0,8382,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,GasA,2,1,FuseA,832,505,0,1337,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Attchd,2.0,1.0,263.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,2,2010,WD,Normal,108000,2169.0,False,False,0,54,0.018181818181818177,0.036363636363636355,54,False,433.8,False,0,0.9902350745897145,0.9252844684344167
1524,20,RL,60.0,10950,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,339.0,1.0,0.0,525.0,864.0,GasA,2,1,SBrkr,1064,0,0,1064,0.0,1.0,1,0,2,1,2.0,4,7.0,0,0.0,Detchd,2.0,1.0,318.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,135000,1928.0,False,True,1,58,0.016949152542372878,0.033898305084745756,58,False,482.0,False,0,0.9844289756740263,0.9252844684344167
1525,20,RL,119.0,10895,Pave,,Reg,Lvl,4.0,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,3,CBlock,2.0,2.0,1.0,2.0,648.0,1.0,0.0,324.0,972.0,GasA,2,1,SBrkr,972,0,0,972,0.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Attchd,2.0,1.0,305.0,2.0,2.0,2,0,0,205,0,0,0,0.0,3.0,,0,6,2010,WD,Normal,122500,1944.0,False,True,1,55,0.01785714285714285,0.0357142857142857,55,False,388.8,False,205,0.9844289756740263,0.9252844684344167
1526,190,RL,70.0,13587,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,CBlock,2.0,2.0,3.0,2.0,532.0,1.0,0.0,456.0,988.0,GasA,2,1,SBrkr,988,0,0,988,1.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,Attchd,2.0,1.0,264.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,4,2010,WD,Abnorml,119000,1976.0,False,True,1,52,0.018867924528301883,0.037735849056603765,52,False,395.2,False,0,0.9844289756740263,0.9252844684344167
1527,30,RL,65.0,7898,Pave,,Reg,Lvl,4.0,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,576.0,576.0,GasA,3,1,SBrkr,985,0,0,985,0.0,1.0,1,0,2,1,2.0,4,7.0,0,0.0,Detchd,2.0,2.0,676.0,2.0,2.0,0,0,0,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,105000,1561.0,False,True,1,16,0.04545454545454544,0.18181818181818177,90,False,390.25,False,0,0.9844289756740263,0.9252844684344167
1528,50,RL,60.0,8064,Pave,,Reg,Lvl,4.0,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,WdShing,Wd Shng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,3.0,481.0,2.0,174.0,161.0,816.0,GasA,2,1,SBrkr,816,408,0,1224,1.0,0.0,1,0,3,1,2.0,5,7.0,0,0.0,Detchd,2.0,1.0,280.0,2.0,2.0,2,414,0,0,0,0,0,0.0,3.0,,0,5,2010,WD,Normal,132000,2040.0,False,True,1,6,0.016393442622950817,0.032786885245901634,62,False,408.0,False,0,0.9844289756740263,0.9252844684344167
1529,20,RL,81.0,7635,Pave,,IR1,Lvl,4.0,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,2.0,588.0,1.0,350.0,237.0,1175.0,GasA,3,1,SBrkr,1175,0,0,1175,0.0,0.0,1,1,3,1,2.0,6,7.0,0,0.0,Detchd,3.0,2.0,484.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,148000,2350.0,False,True,1,50,0.0196078431372549,0.11764705882352941,50,False,391.6666666666667,False,0,0.9844289756740263,0.9252844684344167
1530,20,RL,80.0,9760,Pave,,Reg,Lvl,4.0,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,5.0,218.0,2,2,CBlock,2.0,2.0,4.0,2.0,717.0,1.0,263.0,415.0,1395.0,GasA,2,1,SBrkr,1395,0,0,1395,1.0,0.0,1,0,2,1,2.0,7,6.0,1,2.0,Attchd,3.0,2.0,440.0,2.0,2.0,2,657,0,113,0,240,0,0.0,0.0,,0,5,2010,WD,Normal,192000,2790.0,False,True,1,26,0.02083333333333334,0.12500000000000003,47,False,398.57142857142856,False,353,0.9844289756740263,0.9252844684344167
1531,50,RM,60.0,4800,Pave,,Reg,Lvl,4.0,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,Hip,CompShg,Wd Sdng,Wd Sdng,5.0,771.0,2,2,PConc,2.0,2.0,1.0,3.0,48.0,1.0,0.0,661.0,709.0,GasA,2,1,SBrkr,1157,687,0,1844,1.0,0.0,1,0,3,1,2.0,9,5.0,2,3.0,Basment,2.0,1.0,240.0,2.0,2.0,2,84,0,0,0,0,0,0.0,0.0,,0,1,2010,COD,Abnorml,80400,2553.0,False,False,0,56,0.00900900900900901,0.01801801801801802,110,False,283.6666666666667,False,0,0.9902350745897145,0.814009925945159
1532,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,4.0,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,PConc,2.0,2.0,1.0,2.0,579.0,1.0,0.0,357.0,936.0,GasA,2,1,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,2.0,5,7.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,1,51,0,135,0,0,0,0.0,4.0,,0,5,2010,WD,Normal,109500,1872.0,False,True,1,60,0.0004972650422675286,0.0,90,False,374.4,False,135,0.9844289756740263,0.814009925945159
1533,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,4.0,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,CBlock,2.0,2.0,2.0,2.0,274.0,2.0,1073.0,0.0,1347.0,GasA,3,1,SBrkr,1347,0,0,1347,1.0,1.0,1,0,3,1,3.0,6,7.0,0,0.0,Detchd,2.0,2.0,551.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,143000,2694.0,False,True,1,53,0.018518518518518517,0.07407407407407407,53,False,449.0,False,0,0.9844289756740263,0.814009925945159
1534,45,RM,50.0,6900,Pave,,Reg,Lvl,4.0,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,3.0,2.0,1.0,1.0,0.0,1.0,0.0,827.0,827.0,GasA,3,1,SBrkr,827,424,0,1251,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,240.0,2.0,2.0,0,0,0,0,0,0,0,0.0,0.0,,0,1,2010,WD,Normal,119000,2078.0,False,False,0,10,0.013698630136986304,0.027397260273972608,72,False,346.3333333333333,False,0,0.9902350745897145,0.814009925945159
1535,50,RM,69.0,11851,Pave,,Reg,Lvl,4.0,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,BrkTil,2.0,2.0,1.0,2.0,780.0,1.0,0.0,247.0,1027.0,GasA,3,1,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,3.0,7,7.0,1,3.0,Detchd,2.0,1.0,240.0,2.0,2.0,2,0,100,126,0,0,0,0.0,0.0,,0,6,2010,WD,Normal,129000,2660.0,False,True,1,1,0.015873015873015876,0.03174603174603175,62,False,380.0,False,226,0.9844289756740263,0.814009925945159
1536,50,RM,,8239,Pave,,Reg,Lvl,4.0,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,2.0,176.0,1.0,0.0,832.0,1008.0,GasA,2,1,SBrkr,1060,185,0,1245,0.0,0.0,1,0,3,1,2.0,6,7.0,0,0.0,Detchd,2.0,1.0,315.0,2.0,2.0,2,0,0,334,0,0,0,0.0,0.0,,0,3,2010,WD,Normal,100000,2253.0,False,False,0,48,0.020408163265306124,0.04081632653061225,90,False,375.5,False,334,0.9902350745897145,0.814009925945159
1537,30,RM,68.0,9656,Pave,,Reg,Lvl,4.0,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,2,2,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,678.0,678.0,GasA,2,0,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,2.0,5,7.0,1,3.0,Detchd,2.0,2.0,780.0,2.0,2.0,0,0,0,0,0,0,0,0.0,0.0,,0,6,2010,WD,Abnorml,12789,1510.0,False,True,1,40,0.012048192771084333,0.04819277108433733,87,False,302.0,False,0,0.9844289756740263,0.814009925945159
1538,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,4.0,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,930.0,930.0,GasW,2,0,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,1,3.0,7,7.0,0,0.0,Detchd,2.0,1.0,288.0,2.0,2.0,2,54,228,246,0,0,0,0.0,0.0,,0,4,2010,WD,Abnorml,150000,2496.0,False,True,1,7,0.012345679012345675,0.02469135802469135,110,False,356.57142857142856,False,474,0.9844289756740263,0.814009925945159
1539,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,4.0,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,3,3,Stone,2.0,2.0,1.0,1.0,0.0,1.0,0.0,346.0,346.0,GasA,3,1,SBrkr,1157,1111,0,2268,0.0,0.0,3,0,3,1,3.0,7,7.0,0,0.0,Detchd,2.0,2.0,624.0,2.0,2.0,0,0,108,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,240000,2614.0,False,True,1,8,0.12500000000000003,0.5000000000000001,120,False,373.42857142857144,False,108,0.9844289756740263,0.814009925945159
