Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSQF,NewHouse,SummerSale,RecentRemodel
52,50,RM,52.0,6240,Pave,,Reg,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,2.0,0.0,0,0.0,0,816,816,GasA,3,1,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,10,1,4.0,Detchd,1985.0,2.0,2,528,3.0,3.0,3,112,0,0,0,0,0,,4.0,Shed,400,2006,WD,Normal,114500,1992,False,False,False
53,90,RM,110.0,8472,Grvl,,IR2,Bnk,4,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4.0,3.0,5.0,1.0,104,5.0,712,0,816,GasA,3,0,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,10,0,,CarPort,1963.0,2.0,2,516,3.0,3.0,3,106,0,0,0,0,0,,,,0,2010,WD,Normal,110000,1632,False,True,False
54,20,RL,68.0,50271,Pave,,IR1,Low,4,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5.0,3.0,5.0,5.0,1810,0.0,0,32,1842,GasA,4,1,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,10,1,4.0,Attchd,1981.0,4.0,3,894,3.0,3.0,3,857,72,0,0,0,0,,,,0,2006,WD,Normal,385000,3684,False,False,False
55,80,RL,60.0,7134,Pave,,Reg,Bnk,4,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,384,0.0,0,0,384,GasA,3,1,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,8,1,3.0,Detchd,1962.0,2.0,2,572,3.0,3.0,3,0,50,0,0,0,0,,4.0,,0,2007,WD,Normal,130000,1744,False,False,False
56,20,RL,100.0,10175,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3.0,3.0,2.0,3.0,490,0.0,0,935,1425,GasA,4,1,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,10,1,4.0,Attchd,1964.0,3.0,2,576,3.0,3.0,3,0,0,0,407,0,0,,,,0,2008,WD,Normal,180500,2850,False,True,False
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,2.0,5.0,649,0.0,0,321,970,GasA,5,1,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,10,0,,Attchd,1999.0,4.0,2,480,3.0,3.0,3,115,0,0,0,0,0,,,,0,2009,WD,Abnorml,172500,2709,False,True,True
58,60,RL,89.0,11645,Pave,,IR1,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,860,860,GasA,5,1,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,10,0,,Attchd,2004.0,3.0,2,565,3.0,3.0,3,0,70,0,0,0,0,,,,0,2006,WD,Normal,196500,2580,False,True,False
59,60,RL,66.0,13682,Pave,,IR2,HLS,4,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5.0,3.0,5.0,0.0,0,0.0,0,1410,1410,GasA,5,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,10,1,4.0,BuiltIn,2006.0,4.0,3,641,3.0,3.0,3,192,0,37,0,0,0,,,,0,2006,New,Partial,438780,4355,True,False,False
60,20,RL,60.0,7200,Pave,,Reg,Bnk,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,4.0,4.0,632,0.0,0,148,780,GasA,5,1,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,10,0,,Detchd,1973.0,2.0,1,352,3.0,3.0,3,196,0,0,0,0,0,,4.0,,0,2008,WD,Normal,124900,1560,False,False,False
61,20,RL,63.0,13072,Pave,,Reg,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,4.0,941,0.0,0,217,1158,GasA,5,1,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,10,0,,Detchd,2006.0,2.0,2,576,3.0,3.0,3,0,50,0,0,0,0,,,,0,2006,New,Partial,158000,2316,False,True,False
62,75,RM,60.0,7200,Pave,,Reg,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,2.0,0.0,0,0.0,0,530,530,GasA,3,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,10,0,,Detchd,1935.0,2.0,1,288,3.0,3.0,1,0,0,144,0,0,0,,,,0,2007,WD,Normal,101000,1641,False,False,False
63,120,RL,44.0,6442,Pave,,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4.0,4.0,3.0,5.0,24,0.0,0,1346,1370,GasA,5,1,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,10,1,4.0,Attchd,2006.0,3.0,2,484,3.0,3.0,3,120,49,0,0,0,0,,,,0,2007,WD,Normal,202500,2740,True,False,False
64,70,RM,50.0,10300,Pave,,IR1,Bnk,4,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,2.0,0.0,0,0.0,0,576,576,GasA,4,1,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,10,0,,Detchd,1990.0,2.0,2,480,3.0,3.0,3,12,11,64,0,0,0,,5.0,,0,2010,WD,Normal,140000,2286,False,True,False
65,60,RL,,9375,Pave,,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4.0,3.0,2.0,5.0,739,0.0,0,318,1057,GasA,5,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,10,0,,Attchd,1998.0,3.0,2,645,3.0,3.0,3,576,36,0,0,0,0,,5.0,,0,2009,WD,Normal,219500,3091,False,False,True
66,60,RL,76.0,9591,Pave,,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5.0,3.0,4.0,0.0,0,0.0,0,1143,1143,GasA,5,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,10,1,4.0,BuiltIn,2004.0,3.0,3,852,3.0,3.0,3,192,151,0,0,0,0,,,,0,2007,WD,Normal,317000,3616,False,False,True
67,20,RL,,19900,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4.0,3.0,5.0,5.0,912,0.0,0,1035,1947,GasA,3,1,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,8,1,4.0,Attchd,1970.0,3.0,2,576,3.0,3.0,3,301,0,0,0,0,0,,,,0,2010,WD,Normal,180000,4154,False,True,False
68,20,RL,72.0,10665,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3.0,4.0,5.0,1013,0.0,0,440,1453,GasA,5,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,10,0,,Attchd,2003.0,3.0,2,558,3.0,3.0,3,144,29,0,0,0,0,,,,0,2007,WD,Normal,226000,2932,False,True,False
69,30,RM,47.0,4608,Pave,,Reg,Lvl,4,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,747,747,GasA,3,1,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,10,0,,Attchd,1945.0,2.0,1,220,3.0,3.0,3,0,0,0,0,0,0,,,,0,2010,WD,Normal,80000,1494,False,True,True
70,50,RL,81.0,15593,Pave,,Reg,Lvl,4,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3.0,3.0,2.0,3.0,603,0.0,0,701,1304,GasW,3,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,10,1,3.0,Attchd,1953.0,4.0,2,667,3.0,3.0,3,0,21,114,0,0,0,,,,0,2006,WD,Normal,225000,3591,False,True,False
71,20,RL,95.0,13651,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4.0,3.0,5.0,4.0,1880,0.0,0,343,2223,GasA,5,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,10,2,4.0,Attchd,1973.0,4.0,2,516,3.0,3.0,3,300,0,0,0,0,0,,,,0,2007,WD,Normal,244000,4446,False,False,False
72,20,RL,69.0,7599,Pave,,Reg,Lvl,4,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,565,0.0,0,280,845,GasA,3,1,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,10,0,,Detchd,1987.0,2.0,2,360,3.0,3.0,3,0,0,0,0,0,0,,,,0,2007,WD,Normal,129500,1690,False,True,False
73,60,RL,74.0,10141,Pave,,IR1,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,832,832,GasA,4,1,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,10,1,3.0,Attchd,1998.0,4.0,2,427,3.0,3.0,3,0,94,0,0,291,0,,,,0,2009,WD,Normal,185000,2550,False,False,False
74,20,RL,85.0,10200,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3.0,3.0,2.0,4.0,320,3.0,362,404,1086,GasA,4,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,10,0,,Attchd,1989.0,2.0,2,490,3.0,3.0,3,0,0,0,0,0,0,,3.0,,0,2010,WD,Normal,144900,2172,False,True,False
75,50,RM,60.0,5790,Pave,,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2.0,3.0,2.0,0.0,0,0.0,0,840,840,GasA,4,0,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,10,0,,Detchd,1915.0,2.0,1,379,3.0,3.0,3,0,0,202,0,0,0,,,,0,2010,WD,Normal,107400,2445,False,True,False
76,180,RM,21.0,1596,Pave,,Reg,Lvl,4,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,5.0,5.0,462,0.0,0,0,462,GasA,3,1,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,10,0,,BuiltIn,1973.0,2.0,1,297,3.0,3.0,3,120,101,0,0,0,0,,3.0,,0,2009,WD,Normal,91000,1450,False,False,False
77,20,RL,,8475,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,228,0.0,0,724,952,GasA,5,1,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,10,0,,Detchd,1956.0,2.0,1,283,3.0,3.0,3,0,0,0,0,0,0,,,,0,2008,WD,Normal,135750,1904,False,True,False
78,50,RM,50.0,8635,Pave,,Reg,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,3.0,336,5.0,41,295,672,GasA,3,1,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,8,0,,Detchd,1948.0,2.0,1,240,3.0,3.0,3,0,0,0,0,0,0,,4.0,,0,2008,WD,Normal,127000,1957,False,False,False
79,90,RL,72.0,10778,Pave,,Reg,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,1768,1768,GasA,3,0,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,10,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,2010,WD,Normal,136500,3536,False,True,False
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,2.0,0.0,0,0.0,0,440,440,GasA,4,1,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,10,0,,Detchd,1966.0,2.0,2,440,3.0,3.0,3,74,0,128,0,0,0,,4.0,,0,2009,WD,Normal,110000,1670,False,True,False
81,60,RL,100.0,13000,Pave,,Reg,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4.0,3.0,2.0,2.0,448,0.0,0,448,896,GasA,3,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,10,1,4.0,Attchd,1968.0,4.0,1,509,3.0,3.0,3,0,72,0,0,252,0,,,,0,2009,WD,Normal,193500,3038,False,True,False
82,120,RM,32.0,4500,Pave,,Reg,Lvl,4,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5.0,4.0,2.0,5.0,1201,0.0,0,36,1237,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,10,0,,Attchd,1998.0,4.0,2,405,3.0,3.0,3,0,199,0,0,0,0,,,,0,2006,WD,Normal,153500,2574,False,False,False
83,20,RL,78.0,10206,Pave,,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4.0,3.0,2.0,5.0,33,0.0,0,1530,1563,GasA,5,1,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,10,1,4.0,Attchd,2007.0,3.0,3,758,3.0,3.0,3,144,99,0,0,0,0,,,,0,2008,WD,Normal,245000,3126,True,False,False
84,20,RL,80.0,8892,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3.0,3.0,2.0,0.0,0,0.0,0,1065,1065,GasA,4,1,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,10,0,,Detchd,1974.0,2.0,2,461,3.0,3.0,3,74,0,0,0,0,0,,,,0,2007,COD,Normal,126500,2130,False,True,False
85,80,RL,,8530,Pave,,IR1,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,384,384,GasA,4,1,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,10,1,3.0,BuiltIn,1995.0,4.0,2,400,3.0,3.0,3,120,72,0,0,0,0,,,Shed,700,2009,WD,Normal,168500,1858,False,True,True
86,60,RL,121.0,16059,Pave,,Reg,Lvl,4,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4.0,3.0,2.0,0.0,0,0.0,0,1288,1288,GasA,5,1,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,10,1,3.0,Attchd,1991.0,2.0,2,462,3.0,3.0,3,127,82,0,0,0,0,,,,0,2006,WD,Normal,260000,3705,False,True,True
87,60,RL,122.0,11911,Pave,,IR2,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,0.0,0,0.0,0,684,684,GasA,5,1,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,10,1,4.0,BuiltIn,2005.0,4.0,2,400,3.0,3.0,3,100,38,0,0,0,0,,,,0,2009,WD,Normal,174000,2244,False,False,False
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,4,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3.0,4.0,0.0,0,0.0,0,612,612,GasA,5,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,10,0,,Detchd,2009.0,3.0,2,528,3.0,3.0,3,0,234,0,0,0,0,,,,0,2009,New,Partial,164500,1836,True,True,False
89,50,C (all),105.0,8470,Pave,,IR1,Lvl,4,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,2.0,2.0,0.0,0,0.0,0,1013,1013,GasA,3,0,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,10,0,,,,,0,0,,,1,0,0,156,0,0,0,,4.0,,0,2009,ConLD,Abnorml,85000,2539,False,False,False
90,20,RL,60.0,8070,Pave,,Reg,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,5.0,588,0.0,0,402,990,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,10,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,2007,WD,Normal,123600,1980,False,True,True
91,20,RL,60.0,7200,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,,,,,0,,0,0,0,GasA,3,1,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,10,0,,Detchd,1950.0,2.0,2,420,3.0,3.0,3,0,29,0,0,0,0,,,,0,2006,WD,Normal,109900,1040,False,True,False
92,20,RL,85.0,8500,Pave,,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3.0,3.0,2.0,2.0,600,0.0,0,635,1235,GasA,3,1,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,10,0,,Attchd,1961.0,2.0,2,480,3.0,3.0,3,0,0,0,0,0,0,,3.0,,0,2006,WD,Abnorml,98600,2470,False,False,False
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4.0,3.0,2.0,4.0,713,0.0,0,163,876,GasA,5,1,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,10,0,,Detchd,1921.0,2.0,2,432,3.0,3.0,3,0,0,44,0,0,0,,,,0,2009,WD,Normal,163500,1840,False,True,False
94,190,C (all),60.0,7200,Pave,,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,3.0,2.0,1046,0.0,0,168,1214,GasW,5,0,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,10,1,4.0,Detchd,1900.0,2.0,2,506,3.0,3.0,3,0,0,0,0,99,0,,,,0,2007,WD,Normal,133900,3505,False,False,False
95,60,RL,69.0,9337,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4.0,3.0,2.0,5.0,648,0.0,0,176,824,GasA,5,1,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,10,0,,Attchd,1997.0,3.0,2,684,3.0,3.0,3,0,162,0,0,0,0,,,,0,2007,WD,Normal,204750,2610,False,True,False
96,60,RL,,9765,Pave,,IR2,Lvl,4,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4.0,4.0,2.0,4.0,310,0.0,0,370,680,GasA,4,1,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,10,1,3.0,BuiltIn,1993.0,4.0,2,420,3.0,3.0,3,232,63,0,0,0,0,,,Shed,480,2009,WD,Normal,185000,2150,False,True,False
97,20,RL,78.0,10264,Pave,,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4.0,3.0,4.0,4.0,1162,0.0,0,426,1588,GasA,5,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,10,0,,Attchd,1999.0,3.0,2,472,3.0,3.0,3,158,29,0,0,0,0,,,,0,2006,WD,Normal,214000,3176,False,True,False
98,20,RL,73.0,10921,Pave,,Reg,HLS,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3.0,3.0,2.0,2.0,520,0.0,0,440,960,GasA,3,1,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,10,0,,Attchd,1965.0,4.0,1,432,3.0,3.0,2,120,0,0,0,0,0,,,,0,2007,WD,Normal,94750,1920,False,True,False
99,30,RL,85.0,10625,Pave,,Reg,Lvl,4,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,2.0,4.0,108,0.0,0,350,458,GasA,2,0,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,10,0,,Basment,1920.0,2.0,1,366,2.0,3.0,3,0,0,77,0,0,0,,,Shed,400,2010,COD,Abnorml,83000,1293,False,True,False
100,20,RL,77.0,9320,Pave,,IR1,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,569,0.0,0,381,950,GasA,2,1,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,10,0,,,,,0,0,,,3,352,0,0,0,0,0,,,Shed,400,2010,WD,Normal,128950,2175,False,False,False
101,20,RL,,10603,Pave,,IR1,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,3.0,3.0,3.0,4.0,1200,0.0,0,410,1610,GasA,4,1,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,10,2,3.0,Attchd,1977.0,3.0,2,480,3.0,3.0,3,168,68,0,0,0,0,,,,0,2010,WD,Normal,205000,3220,False,False,False
102,60,RL,77.0,9206,Pave,,Reg,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4.0,3.0,2.0,0.0,0,0.0,0,741,741,GasA,3,1,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,10,1,3.0,Attchd,1985.0,4.0,2,476,3.0,3.0,3,192,46,0,0,0,0,,,,0,2010,WD,Normal,178000,2473,False,True,False
103,90,RL,64.0,7018,Pave,,Reg,Bnk,4,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,,,,,0,,0,0,0,GasA,3,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,10,0,,Attchd,1979.0,2.0,2,410,3.0,3.0,3,0,0,0,0,0,0,,,,0,2009,WD,Alloca,118964,1535,False,True,False
104,20,RL,94.0,10402,Pave,,IR1,Lvl,4,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,0.0,0,0.0,0,1226,1226,GasA,5,1,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,10,0,,Attchd,2009.0,3.0,3,740,3.0,3.0,3,0,36,0,0,0,0,,,,0,2010,WD,Normal,198900,2452,True,True,False
